Unnamed: 0,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedents_str,consequents_str,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,antecedents_str.1,consequents_str.1
50.0,"frozenset({'VICTORIAN GLASS HANGING T-LIGHT', 'LUNCH BAG RED RETROSPOT'})",frozenset({'LUNCH BAG PINK POLKADOT'}),0.07755102040816327,0.05714285714285714,0.04081632653061224,0.5263157894736842,9.210526315789474,1.0,0.03638483965014577,1.99047619047619,0.9663716814159292,0.4347826086956521,0.4976076555023923,0.6203007518796992,"VICTORIAN GLASS HANGING T-LIGHT, LUNCH BAG RED RETROSPOT",LUNCH BAG PINK POLKADOT,,,,,,,,,,,WOODEN CROQUET GARDEN SET,WORLD WAR 2 GLIDERS ASSTD DESIGNS
51.0,"frozenset({'VICTORIAN GLASS HANGING T-LIGHT', 'LUNCH BAG PINK POLKADOT'})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.05714285714285714,0.07755102040816327,0.04081632653061224,0.7142857142857143,9.210526315789474,1.0,0.03638483965014577,3.228571428571429,0.9454545454545455,0.4347826086956521,0.6902654867256637,0.6203007518796992,"VICTORIAN GLASS HANGING T-LIGHT, LUNCH BAG PINK POLKADOT",LUNCH BAG RED RETROSPOT,,,,,,,,,,,WORLD WAR 2 GLIDERS ASSTD DESIGNS,WOODEN CROQUET GARDEN SET
12.0,frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.07755102040816327,0.05714285714285714,0.04081632653061224,0.5263157894736842,9.210526315789474,1.0,0.03638483965014577,1.99047619047619,0.9663716814159292,0.4347826086956521,0.4976076555023923,0.6203007518796992,LUNCH BAG RED RETROSPOT,LUNCH BAG PINK POLKADOT,,,,,,,,,,,YELLOW GIANT GARDEN THERMOMETER,WOODEN CROQUET GARDEN SET
13.0,frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.05714285714285714,0.07755102040816327,0.04081632653061224,0.7142857142857143,9.210526315789474,1.0,0.03638483965014577,3.228571428571429,0.9454545454545455,0.4347826086956521,0.6902654867256637,0.6203007518796992,LUNCH BAG PINK POLKADOT,LUNCH BAG RED RETROSPOT,,,,,,,,,,,WOODEN CROQUET GARDEN SET,YELLOW GIANT GARDEN THERMOMETER
52.0,frozenset({'LUNCH BAG RED RETROSPOT'}),"frozenset({'VICTORIAN GLASS HANGING T-LIGHT', 'LUNCH BAG PINK POLKADOT'})",0.07755102040816327,0.05714285714285714,0.04081632653061224,0.5263157894736842,9.210526315789474,1.0,0.03638483965014577,1.99047619047619,0.9663716814159292,0.4347826086956521,0.4976076555023923,0.6203007518796992,LUNCH BAG RED RETROSPOT,"VICTORIAN GLASS HANGING T-LIGHT, LUNCH BAG PINK POLKADOT",,,,,,,,,,,WOODEN CROQUET GARDEN SET,ZINC FOLKART SLEIGH BELLS
53.0,frozenset({'LUNCH BAG PINK POLKADOT'}),"frozenset({'VICTORIAN GLASS HANGING T-LIGHT', 'LUNCH BAG RED RETROSPOT'})",0.05714285714285714,0.07755102040816327,0.04081632653061224,0.7142857142857143,9.210526315789474,1.0,0.03638483965014577,3.228571428571429,0.9454545454545455,0.4347826086956521,0.6902654867256637,0.6203007518796992,LUNCH BAG PINK POLKADOT,"VICTORIAN GLASS HANGING T-LIGHT, LUNCH BAG RED RETROSPOT",,,,,,,,,,,ZINC FOLKART SLEIGH BELLS,WOODEN CROQUET GARDEN SET
16.0,frozenset({'ROSES REGENCY TEACUP AND SAUCER'}),frozenset({'PINK REGENCY TEACUP AND SAUCER'}),0.09387755102040816,0.06122448979591837,0.04897959183673469,0.5217391304347826,8.521739130434783,1.0,0.0432319866722199,1.962894248608534,0.9740990990990991,0.4615384615384615,0.4905482041587901,0.6608695652173913,ROSES REGENCY TEACUP AND SAUCER,PINK REGENCY TEACUP AND SAUCER,,,,,,,,,,,YELLOW GIANT GARDEN THERMOMETER,WOODEN BOX OF DOMINOES
58.0,"frozenset({'VICTORIAN GLASS HANGING T-LIGHT', 'ROSES REGENCY TEACUP AND SAUCER'})",frozenset({'PINK REGENCY TEACUP AND SAUCER'}),0.09387755102040816,0.06122448979591837,0.04897959183673469,0.5217391304347826,8.521739130434783,1.0,0.0432319866722199,1.962894248608534,0.9740990990990991,0.4615384615384615,0.4905482041587901,0.6608695652173913,"VICTORIAN GLASS HANGING T-LIGHT, ROSES REGENCY TEACUP AND SAUCER",PINK REGENCY TEACUP AND SAUCER,,,,,,,,,,,WOODEN BOX OF DOMINOES,YELLOW GIANT GARDEN THERMOMETER
60.0,frozenset({'ROSES REGENCY TEACUP AND SAUCER'}),"frozenset({'VICTORIAN GLASS HANGING T-LIGHT', 'PINK REGENCY TEACUP AND SAUCER'})",0.09387755102040816,0.06122448979591837,0.04897959183673469,0.5217391304347826,8.521739130434783,1.0,0.0432319866722199,1.962894248608534,0.9740990990990991,0.4615384615384615,0.4905482041587901,0.6608695652173913,ROSES REGENCY TEACUP AND SAUCER,"VICTORIAN GLASS HANGING T-LIGHT, PINK REGENCY TEACUP AND SAUCER",,,,,,,,,,,WOODEN BOX OF DOMINOES,ZINC FOLKART SLEIGH BELLS
17.0,frozenset({'PINK REGENCY TEACUP AND SAUCER'}),frozenset({'ROSES REGENCY TEACUP AND SAUCER'}),0.06122448979591837,0.09387755102040816,0.04897959183673469,0.7999999999999999,8.521739130434781,1.0,0.0432319866722199,4.530612244897958,0.9402173913043477,0.4615384615384615,0.7792792792792792,0.6608695652173913,PINK REGENCY TEACUP AND SAUCER,ROSES REGENCY TEACUP AND SAUCER,,,,,,,,,,,ZINC FOLKART SLEIGH BELLS,WOODEN BOX OF DOMINOES
61.0,frozenset({'PINK REGENCY TEACUP AND SAUCER'}),"frozenset({'VICTORIAN GLASS HANGING T-LIGHT', 'ROSES REGENCY TEACUP AND SAUCER'})",0.06122448979591837,0.09387755102040816,0.04897959183673469,0.7999999999999999,8.521739130434781,1.0,0.0432319866722199,4.530612244897958,0.9402173913043477,0.4615384615384615,0.7792792792792792,0.6608695652173913,PINK REGENCY TEACUP AND SAUCER,"VICTORIAN GLASS HANGING T-LIGHT, ROSES REGENCY TEACUP AND SAUCER",,,,,,,,,,,WOODEN BOX OF DOMINOES,ZINC T-LIGHT HOLDER STAR LARGE
59.0,"frozenset({'VICTORIAN GLASS HANGING T-LIGHT', 'PINK REGENCY TEACUP AND SAUCER'})",frozenset({'ROSES REGENCY TEACUP AND SAUCER'}),0.06122448979591837,0.09387755102040816,0.04897959183673469,0.7999999999999999,8.521739130434781,1.0,0.0432319866722199,4.530612244897958,0.9402173913043477,0.4615384615384615,0.7792792792792792,0.6608695652173913,"VICTORIAN GLASS HANGING T-LIGHT, PINK REGENCY TEACUP AND SAUCER",ROSES REGENCY TEACUP AND SAUCER,,,,,,,,,,,ZINC T-LIGHT HOLDER STAR LARGE,WOODEN BOX OF DOMINOES
27.0,frozenset({'ROSES REGENCY TEACUP AND SAUCER'}),"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'GREEN REGENCY TEACUP AND SAUCER'})",0.09387755102040816,0.05714285714285714,0.04489795918367347,0.4782608695652174,8.369565217391305,1.0,0.039533527696793,1.807142857142857,0.9717444717444716,0.423076923076923,0.4466403162055335,0.6319875776397516,ROSES REGENCY TEACUP AND SAUCER,"PINK REGENCY TEACUP AND SAUCER, GREEN REGENCY TEACUP AND SAUCER",,,,,,,,,,,WOODEN BOX OF DOMINOES,ZINC T-LIGHT HOLDER STARS SMALL
26.0,"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'GREEN REGENCY TEACUP AND SAUCER'})",frozenset({'ROSES REGENCY TEACUP AND SAUCER'}),0.05714285714285714,0.09387755102040816,0.04489795918367347,0.7857142857142857,8.369565217391305,1.0,0.039533527696793,4.228571428571428,0.933884297520661,0.423076923076923,0.7635135135135135,0.6319875776397516,"PINK REGENCY TEACUP AND SAUCER, GREEN REGENCY TEACUP AND SAUCER",ROSES REGENCY TEACUP AND SAUCER,,,,,,,,,,,ZINC T-LIGHT HOLDER STARS SMALL,WOODEN BOX OF DOMINOES
6.0,frozenset({'ROSES REGENCY TEACUP AND SAUCER'}),frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.09387755102040816,0.09795918367346938,0.07346938775510205,0.782608695652174,7.989130434782609,1.0,0.06427321949187839,4.149387755102041,0.9654654654654654,0.6206896551724139,0.7590005902026363,0.766304347826087,ROSES REGENCY TEACUP AND SAUCER,GREEN REGENCY TEACUP AND SAUCER,,,,,,,,,,,WOOD STAMP SET THANK YOU,ZINC T-LIGHT HOLDER STARS SMALL
7.0,frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),frozenset({'ROSES REGENCY TEACUP AND SAUCER'}),0.09795918367346938,0.09387755102040816,0.07346938775510205,0.7500000000000001,7.989130434782609,1.0,0.06427321949187839,3.624489795918369,0.9698340874811462,0.6206896551724139,0.7240990990990992,0.766304347826087,GREEN REGENCY TEACUP AND SAUCER,ROSES REGENCY TEACUP AND SAUCER,,,,,,,,,,,ZINC T-LIGHT HOLDER STARS SMALL,WOOD STAMP SET THANK YOU
38.0,"frozenset({'VICTORIAN GLASS HANGING T-LIGHT', 'ROSES REGENCY TEACUP AND SAUCER'})",frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.09387755102040816,0.09795918367346938,0.07346938775510205,0.782608695652174,7.989130434782609,1.0,0.06427321949187839,4.149387755102041,0.9654654654654654,0.6206896551724139,0.7590005902026363,0.766304347826087,"VICTORIAN GLASS HANGING T-LIGHT, ROSES REGENCY TEACUP AND SAUCER",GREEN REGENCY TEACUP AND SAUCER,,,,,,,,,,,WOODEN CROQUET GARDEN SET,WOODEN BOX OF DOMINOES
39.0,"frozenset({'VICTORIAN GLASS HANGING T-LIGHT', 'GREEN REGENCY TEACUP AND SAUCER'})",frozenset({'ROSES REGENCY TEACUP AND SAUCER'}),0.09795918367346938,0.09387755102040816,0.07346938775510205,0.7500000000000001,7.989130434782609,1.0,0.06427321949187839,3.624489795918369,0.9698340874811462,0.6206896551724139,0.7240990990990992,0.766304347826087,"VICTORIAN GLASS HANGING T-LIGHT, GREEN REGENCY TEACUP AND SAUCER",ROSES REGENCY TEACUP AND SAUCER,,,,,,,,,,,WOODEN BOX OF DOMINOES,WOODEN CROQUET GARDEN SET
40.0,frozenset({'ROSES REGENCY TEACUP AND SAUCER'}),"frozenset({'VICTORIAN GLASS HANGING T-LIGHT', 'GREEN REGENCY TEACUP AND SAUCER'})",0.09387755102040816,0.09795918367346938,0.07346938775510205,0.782608695652174,7.989130434782609,1.0,0.06427321949187839,4.149387755102041,0.9654654654654654,0.6206896551724139,0.7590005902026363,0.766304347826087,ROSES REGENCY TEACUP AND SAUCER,"VICTORIAN GLASS HANGING T-LIGHT, GREEN REGENCY TEACUP AND SAUCER",,,,,,,,,,,WOODEN BOX OF DOMINOES,WOODEN STAR CHRISTMAS SCANDINAVIAN
41.0,frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),"frozenset({'VICTORIAN GLASS HANGING T-LIGHT', 'ROSES REGENCY TEACUP AND SAUCER'})",0.09795918367346938,0.09387755102040816,0.07346938775510205,0.7500000000000001,7.989130434782609,1.0,0.06427321949187839,3.624489795918369,0.9698340874811462,0.6206896551724139,0.7240990990990992,0.766304347826087,GREEN REGENCY TEACUP AND SAUCER,"VICTORIAN GLASS HANGING T-LIGHT, ROSES REGENCY TEACUP AND SAUCER",,,,,,,,,,,WOODEN STAR CHRISTMAS SCANDINAVIAN,WOODEN BOX OF DOMINOES
22.0,frozenset({'DOTCOM POSTAGE'}),"frozenset({'VICTORIAN GLASS HANGING T-LIGHT', 'JUMBO BAG RED RETROSPOT'})",0.05714285714285714,0.08979591836734693,0.04081632653061224,0.7142857142857143,7.954545454545455,1.0,0.03568513119533527,3.185714285714286,0.9272727272727271,0.3846153846153846,0.6860986547085202,0.5844155844155844,DOTCOM POSTAGE,"VICTORIAN GLASS HANGING T-LIGHT, JUMBO BAG RED RETROSPOT",,,,,,,,,,,WOODEN BOX OF DOMINOES,WORLD WAR 2 GLIDERS ASSTD DESIGNS
0.0,frozenset({'DOTCOM POSTAGE'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.05714285714285714,0.08979591836734693,0.04081632653061224,0.7142857142857143,7.954545454545455,1.0,0.03568513119533527,3.185714285714286,0.9272727272727271,0.3846153846153846,0.6860986547085202,0.5844155844155844,DOTCOM POSTAGE,JUMBO BAG RED RETROSPOT,,,,,,,,,,,WORLD WAR 2 GLIDERS ASSTD DESIGNS,WOODEN BOX OF DOMINOES
20.0,"frozenset({'VICTORIAN GLASS HANGING T-LIGHT', 'DOTCOM POSTAGE'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.05714285714285714,0.08979591836734693,0.04081632653061224,0.7142857142857143,7.954545454545455,1.0,0.03568513119533527,3.185714285714286,0.9272727272727271,0.3846153846153846,0.6860986547085202,0.5844155844155844,"VICTORIAN GLASS HANGING T-LIGHT, DOTCOM POSTAGE",JUMBO BAG RED RETROSPOT,,,,,,,,,,,BLACK RECORD COVER FRAME,12 PENCIL SMALL TUBE WOODLAND
1.0,frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'DOTCOM POSTAGE'}),0.08979591836734693,0.05714285714285714,0.04081632653061224,0.4545454545454545,7.954545454545454,1.0,0.03568513119533527,1.728571428571429,0.9605381165919282,0.3846153846153846,0.4214876033057851,0.5844155844155844,JUMBO BAG RED RETROSPOT,DOTCOM POSTAGE,,,,,,,,,,,12 PENCIL SMALL TUBE WOODLAND,BLACK RECORD COVER FRAME
21.0,"frozenset({'VICTORIAN GLASS HANGING T-LIGHT', 'JUMBO BAG RED RETROSPOT'})",frozenset({'DOTCOM POSTAGE'}),0.08979591836734693,0.05714285714285714,0.04081632653061224,0.4545454545454545,7.954545454545454,1.0,0.03568513119533527,1.728571428571429,0.9605381165919282,0.3846153846153846,0.4214876033057851,0.5844155844155844,"VICTORIAN GLASS HANGING T-LIGHT, JUMBO BAG RED RETROSPOT",DOTCOM POSTAGE,,,,,,,,,,,BLACK/BLUE POLKADOT UMBRELLA,12 PENCIL SMALL TUBE WOODLAND
23.0,frozenset({'JUMBO BAG RED RETROSPOT'}),"frozenset({'VICTORIAN GLASS HANGING T-LIGHT', 'DOTCOM POSTAGE'})",0.08979591836734693,0.05714285714285714,0.04081632653061224,0.4545454545454545,7.954545454545454,1.0,0.03568513119533527,1.728571428571429,0.9605381165919282,0.3846153846153846,0.4214876033057851,0.5844155844155844,JUMBO BAG RED RETROSPOT,"VICTORIAN GLASS HANGING T-LIGHT, DOTCOM POSTAGE",,,,,,,,,,,12 PENCIL SMALL TUBE WOODLAND,BLACK/BLUE POLKADOT UMBRELLA
9.0,frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO BAG PINK POLKADOT'}),0.08979591836734693,0.06122448979591837,0.04081632653061224,0.4545454545454545,7.424242424242424,1.0,0.03531861724281549,1.72108843537415,0.9506726457399104,0.3703703703703703,0.4189723320158102,0.5606060606060606,JUMBO BAG RED RETROSPOT,JUMBO BAG PINK POLKADOT,,,,,,,,,,,BLUE CALCULATOR RULER,12 PENCIL SMALL TUBE WOODLAND
8.0,frozenset({'JUMBO BAG PINK POLKADOT'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.06122448979591837,0.08979591836734693,0.04081632653061224,0.6666666666666666,7.424242424242424,1.0,0.03531861724281549,2.730612244897959,0.9217391304347827,0.3703703703703703,0.6337817638266069,0.5606060606060606,JUMBO BAG PINK POLKADOT,JUMBO BAG RED RETROSPOT,,,,,,,,,,,12 PENCIL SMALL TUBE WOODLAND,BLUE CALCULATOR RULER
45.0,frozenset({'JUMBO BAG RED RETROSPOT'}),"frozenset({'VICTORIAN GLASS HANGING T-LIGHT', 'JUMBO BAG PINK POLKADOT'})",0.08979591836734693,0.06122448979591837,0.04081632653061224,0.4545454545454545,7.424242424242424,1.0,0.03531861724281549,1.72108843537415,0.9506726457399104,0.3703703703703703,0.4189723320158102,0.5606060606060606,JUMBO BAG RED RETROSPOT,"VICTORIAN GLASS HANGING T-LIGHT, JUMBO BAG PINK POLKADOT",,,,,,,,,,,BAKING SET 9 PIECE RETROSPOT,12 PENCIL SMALL TUBE WOODLAND
44.0,frozenset({'JUMBO BAG PINK POLKADOT'}),"frozenset({'VICTORIAN GLASS HANGING T-LIGHT', 'JUMBO BAG RED RETROSPOT'})",0.06122448979591837,0.08979591836734693,0.04081632653061224,0.6666666666666666,7.424242424242424,1.0,0.03531861724281549,2.730612244897959,0.9217391304347827,0.3703703703703703,0.6337817638266069,0.5606060606060606,JUMBO BAG PINK POLKADOT,"VICTORIAN GLASS HANGING T-LIGHT, JUMBO BAG RED RETROSPOT",,,,,,,,,,,12 PENCIL SMALL TUBE WOODLAND,BAKING SET 9 PIECE RETROSPOT
43.0,"frozenset({'VICTORIAN GLASS HANGING T-LIGHT', 'JUMBO BAG RED RETROSPOT'})",frozenset({'JUMBO BAG PINK POLKADOT'}),0.08979591836734693,0.06122448979591837,0.04081632653061224,0.4545454545454545,7.424242424242424,1.0,0.03531861724281549,1.72108843537415,0.9506726457399104,0.3703703703703703,0.4189723320158102,0.5606060606060606,"VICTORIAN GLASS HANGING T-LIGHT, JUMBO BAG RED RETROSPOT",JUMBO BAG PINK POLKADOT,,,,,,,,,,,BAKING SET SPACEBOY DESIGN,12 PENCIL SMALL TUBE WOODLAND
42.0,"frozenset({'VICTORIAN GLASS HANGING T-LIGHT', 'JUMBO BAG PINK POLKADOT'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.06122448979591837,0.08979591836734693,0.04081632653061224,0.6666666666666666,7.424242424242424,1.0,0.03531861724281549,2.730612244897959,0.9217391304347827,0.3703703703703703,0.6337817638266069,0.5606060606060606,"VICTORIAN GLASS HANGING T-LIGHT, JUMBO BAG PINK POLKADOT",JUMBO BAG RED RETROSPOT,,,,,,,,,,,12 PENCIL SMALL TUBE WOODLAND,BAKING SET SPACEBOY DESIGN
49.0,frozenset({'JUMBO BAG RED RETROSPOT'}),"frozenset({'VICTORIAN GLASS HANGING T-LIGHT', 'JUMBO BAG PINK VINTAGE PAISLEY'})",0.08979591836734693,0.07755102040816327,0.04489795918367347,0.5,6.447368421052632,1.0,0.03793419408579758,1.844897959183673,0.9282511210762332,0.3666666666666666,0.4579646017699116,0.5394736842105263,JUMBO BAG RED RETROSPOT,"VICTORIAN GLASS HANGING T-LIGHT, JUMBO BAG PINK VINTAGE PAISLEY",,,,,,,,,,,BEADED CRYSTAL HEART PINK SMALL,12 PENCIL SMALL TUBE WOODLAND
47.0,"frozenset({'VICTORIAN GLASS HANGING T-LIGHT', 'JUMBO BAG RED RETROSPOT'})",frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),0.08979591836734693,0.07755102040816327,0.04489795918367347,0.5,6.447368421052632,1.0,0.03793419408579758,1.844897959183673,0.9282511210762332,0.3666666666666666,0.4579646017699116,0.5394736842105263,"VICTORIAN GLASS HANGING T-LIGHT, JUMBO BAG RED RETROSPOT",JUMBO BAG PINK VINTAGE PAISLEY,,,,,,,,,,,12 PENCIL SMALL TUBE WOODLAND,BEADED CRYSTAL HEART PINK SMALL
11.0,frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),0.08979591836734693,0.07755102040816327,0.04489795918367347,0.5,6.447368421052632,1.0,0.03793419408579758,1.844897959183673,0.9282511210762332,0.3666666666666666,0.4579646017699116,0.5394736842105263,JUMBO BAG RED RETROSPOT,JUMBO BAG PINK VINTAGE PAISLEY,,,,,,,,,,,12 PENCIL SMALL TUBE WOODLAND,APPLE BATH SPONGE
48.0,frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),"frozenset({'VICTORIAN GLASS HANGING T-LIGHT', 'JUMBO BAG RED RETROSPOT'})",0.07755102040816327,0.08979591836734693,0.04489795918367347,0.5789473684210525,6.447368421052631,1.0,0.03793419408579758,2.161734693877551,0.915929203539823,0.3666666666666666,0.537408543780977,0.5394736842105263,JUMBO BAG PINK VINTAGE PAISLEY,"VICTORIAN GLASS HANGING T-LIGHT, JUMBO BAG RED RETROSPOT",,,,,,,,,,,APPLE BATH SPONGE,12 PENCIL SMALL TUBE WOODLAND
10.0,frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.07755102040816327,0.08979591836734693,0.04489795918367347,0.5789473684210525,6.447368421052631,1.0,0.03793419408579758,2.161734693877551,0.915929203539823,0.3666666666666666,0.537408543780977,0.5394736842105263,JUMBO BAG PINK VINTAGE PAISLEY,JUMBO BAG RED RETROSPOT,,,,,,,,,,,ASSORTED COLOUR T-LIGHT HOLDER,12 PENCIL SMALL TUBE WOODLAND
