Unnamed: 0,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedents_str,consequents_str,Unnamed: 17,antecedents_str.1,consequents_str.1
94133,frozenset({'REINDEER HEART DECORATION SILVER'}),"frozenset({'PINK CREAM FELT CRAFT TRINKET BOX', 'STAR WOODEN CHRISTMAS DECORATION'})",0.06134969325153374,0.06134969325153374,0.06134969325153374,1.0,16.3,1,0.05758590838947646,inf,1.0,1.0,1.0,1.0,REINDEER HEART DECORATION SILVER,"PINK CREAM FELT CRAFT TRINKET BOX, STAR WOODEN CHRISTMAS DECORATION",,GLITTER HANGING BUTTERFLY STRING,SET 12 KIDS  WHITE CHALK STICKS
102419,frozenset({'REINDEER HEART DECORATION SILVER'}),"frozenset({'SET OF 3 WOODEN SLEIGH DECORATIONS', 'TRADITIONAL KNITTING NANCY'})",0.06134969325153374,0.06134969325153374,0.06134969325153374,1.0,16.3,1,0.05758590838947646,inf,1.0,1.0,1.0,1.0,REINDEER HEART DECORATION SILVER,"SET OF 3 WOODEN SLEIGH DECORATIONS, TRADITIONAL KNITTING NANCY",,GLITTER HANGING BUTTERFLY STRING,SET OF 2 TEA TOWELS APPLE AND PEARS
14818,"frozenset({'6 RIBBONS SHIMMERING PINKS', 'RED  HARMONICA IN BOX'})",frozenset({'REINDEER HEART DECORATION SILVER'}),0.06134969325153374,0.06134969325153374,0.06134969325153374,1.0,16.3,1,0.05758590838947646,inf,1.0,1.0,1.0,1.0,"6 RIBBONS SHIMMERING PINKS, RED  HARMONICA IN BOX",REINDEER HEART DECORATION SILVER,,SET 12 KIDS  WHITE CHALK STICKS,GLITTER HANGING BUTTERFLY STRING
80464,"frozenset({'SWEETHEART CERAMIC TRINKET BOX', 'LIPSTICK PEN FUSCHIA'})",frozenset({'REINDEER HEART DECORATION SILVER'}),0.06134969325153374,0.06134969325153374,0.06134969325153374,1.0,16.3,1,0.05758590838947646,inf,1.0,1.0,1.0,1.0,"SWEETHEART CERAMIC TRINKET BOX, LIPSTICK PEN FUSCHIA",REINDEER HEART DECORATION SILVER,,SET OF 2 TEA TOWELS APPLE AND PEARS,GLITTER HANGING BUTTERFLY STRING
102058,"frozenset({'ROTATING LEAVES T-LIGHT HOLDER', 'SET OF 6 T-LIGHTS SANTA'})",frozenset({'REINDEER HEART DECORATION SILVER'}),0.06134969325153374,0.06134969325153374,0.06134969325153374,1.0,16.3,1,0.05758590838947646,inf,1.0,1.0,1.0,1.0,"ROTATING LEAVES T-LIGHT HOLDER, SET OF 6 T-LIGHTS SANTA",REINDEER HEART DECORATION SILVER,,POPPY'S PLAYHOUSE BEDROOM,GLITTER HANGING BUTTERFLY STRING
102575,frozenset({'REINDEER HEART DECORATION SILVER'}),"frozenset({'STAR WOODEN CHRISTMAS DECORATION', 'TRADITIONAL KNITTING NANCY'})",0.06134969325153374,0.06134969325153374,0.06134969325153374,1.0,16.3,1,0.05758590838947646,inf,1.0,1.0,1.0,1.0,REINDEER HEART DECORATION SILVER,"STAR WOODEN CHRISTMAS DECORATION, TRADITIONAL KNITTING NANCY",,GLITTER HANGING BUTTERFLY STRING,POPPY'S PLAYHOUSE BEDROOM
102226,"frozenset({'STAR WOODEN CHRISTMAS DECORATION', 'SET OF 2 CHRISTMAS DECOUPAGE CANDLE'})",frozenset({'REINDEER HEART DECORATION SILVER'}),0.06134969325153374,0.06134969325153374,0.06134969325153374,1.0,16.3,1,0.05758590838947646,inf,1.0,1.0,1.0,1.0,"STAR WOODEN CHRISTMAS DECORATION, SET OF 2 CHRISTMAS DECOUPAGE CANDLE",REINDEER HEART DECORATION SILVER,,GLITTER HANGING BUTTERFLY STRING,PORCELAIN ROSE SMALL
102448,"frozenset({'SET OF 60 I LOVE LONDON CAKE CASES', 'SET OF 6 T-LIGHTS SANTA'})",frozenset({'REINDEER HEART DECORATION SILVER'}),0.06134969325153374,0.06134969325153374,0.06134969325153374,1.0,16.3,1,0.05758590838947646,inf,1.0,1.0,1.0,1.0,"SET OF 60 I LOVE LONDON CAKE CASES, SET OF 6 T-LIGHTS SANTA",REINDEER HEART DECORATION SILVER,,SMALL GLASS HEART TRINKET POT,ROUND SNACK BOXES SET OF4 WOODLAND
102449,frozenset({'REINDEER HEART DECORATION SILVER'}),"frozenset({'SET OF 60 I LOVE LONDON CAKE CASES', 'SET OF 6 T-LIGHTS SANTA'})",0.06134969325153374,0.06134969325153374,0.06134969325153374,1.0,16.3,1,0.05758590838947646,inf,1.0,1.0,1.0,1.0,REINDEER HEART DECORATION SILVER,"SET OF 60 I LOVE LONDON CAKE CASES, SET OF 6 T-LIGHTS SANTA",,ROUND SNACK BOXES SET OF4 WOODLAND,SMALL GLASS HEART TRINKET POT
102593,frozenset({'REINDEER HEART DECORATION SILVER'}),"frozenset({'STAR WOODEN CHRISTMAS DECORATION', 'WOODEN BOX OF DOMINOES'})",0.06134969325153374,0.06134969325153374,0.06134969325153374,1.0,16.3,1,0.05758590838947646,inf,1.0,1.0,1.0,1.0,REINDEER HEART DECORATION SILVER,"STAR WOODEN CHRISTMAS DECORATION, WOODEN BOX OF DOMINOES",,PORCELAIN ROSE SMALL,GLITTER HANGING BUTTERFLY STRING
102430,"frozenset({'SET OF 3 WOODEN SLEIGH DECORATIONS', 'VINTAGE PAISLEY STATIONERY SET'})",frozenset({'REINDEER HEART DECORATION SILVER'}),0.06134969325153374,0.06134969325153374,0.06134969325153374,1.0,16.3,1,0.05758590838947646,inf,1.0,1.0,1.0,1.0,"SET OF 3 WOODEN SLEIGH DECORATIONS, VINTAGE PAISLEY STATIONERY SET",REINDEER HEART DECORATION SILVER,,SET OF 4 ENGLISH ROSE PLACEMATS,ASSTD DESIGN RACING CAR PEN
94132,"frozenset({'PINK CREAM FELT CRAFT TRINKET BOX', 'STAR WOODEN CHRISTMAS DECORATION'})",frozenset({'REINDEER HEART DECORATION SILVER'}),0.06134969325153374,0.06134969325153374,0.06134969325153374,1.0,16.3,1,0.05758590838947646,inf,1.0,1.0,1.0,1.0,"PINK CREAM FELT CRAFT TRINKET BOX, STAR WOODEN CHRISTMAS DECORATION",REINDEER HEART DECORATION SILVER,,RIBBON REEL STRIPES DESIGN,GLITTER HANGING BUTTERFLY STRING
102227,frozenset({'REINDEER HEART DECORATION SILVER'}),"frozenset({'STAR WOODEN CHRISTMAS DECORATION', 'SET OF 2 CHRISTMAS DECOUPAGE CANDLE'})",0.06134969325153374,0.06134969325153374,0.06134969325153374,1.0,16.3,1,0.05758590838947646,inf,1.0,1.0,1.0,1.0,REINDEER HEART DECORATION SILVER,"STAR WOODEN CHRISTMAS DECORATION, SET OF 2 CHRISTMAS DECOUPAGE CANDLE",,GLITTER HANGING BUTTERFLY STRING,RIBBON REEL STRIPES DESIGN
102365,frozenset({'REINDEER HEART DECORATION SILVER'}),"frozenset({'TRADITIONAL KNITTING NANCY', 'SET OF 3 WOODEN HEART DECORATIONS'})",0.06134969325153374,0.06134969325153374,0.06134969325153374,1.0,16.3,1,0.05758590838947646,inf,1.0,1.0,1.0,1.0,REINDEER HEART DECORATION SILVER,"TRADITIONAL KNITTING NANCY, SET OF 3 WOODEN HEART DECORATIONS",,PEG BAG APPLES DESIGN,GLITTER HANGING BUTTERFLY STRING
102460,"frozenset({'SWEETHEART CERAMIC TRINKET BOX', 'SET OF 6 T-LIGHTS SANTA'})",frozenset({'REINDEER HEART DECORATION SILVER'}),0.06134969325153374,0.06134969325153374,0.06134969325153374,1.0,16.3,1,0.05758590838947646,inf,1.0,1.0,1.0,1.0,"SWEETHEART CERAMIC TRINKET BOX, SET OF 6 T-LIGHTS SANTA",REINDEER HEART DECORATION SILVER,,GLITTER HANGING BUTTERFLY STRING,PEG BAG APPLES DESIGN
102423,"frozenset({'VICTORIAN GLASS HANGING T-LIGHT', 'SET OF 3 WOODEN SLEIGH DECORATIONS'})",frozenset({'REINDEER HEART DECORATION SILVER'}),0.06134969325153374,0.06134969325153374,0.06134969325153374,1.0,16.3,1,0.05758590838947646,inf,1.0,1.0,1.0,1.0,"VICTORIAN GLASS HANGING T-LIGHT, SET OF 3 WOODEN SLEIGH DECORATIONS",REINDEER HEART DECORATION SILVER,,PLASTERS IN TIN CIRCUS PARADE,GLITTER HANGING BUTTERFLY STRING
102214,"frozenset({'SET OF 2 CHRISTMAS DECOUPAGE CANDLE', 'SET OF 6 T-LIGHTS SNOWMEN'})",frozenset({'REINDEER HEART DECORATION SILVER'}),0.06134969325153374,0.06134969325153374,0.06134969325153374,1.0,16.3,1,0.05758590838947646,inf,1.0,1.0,1.0,1.0,"SET OF 2 CHRISTMAS DECOUPAGE CANDLE, SET OF 6 T-LIGHTS SNOWMEN",REINDEER HEART DECORATION SILVER,,GLITTER HANGING BUTTERFLY STRING,PLASTERS IN TIN CIRCUS PARADE
102215,frozenset({'REINDEER HEART DECORATION SILVER'}),"frozenset({'SET OF 2 CHRISTMAS DECOUPAGE CANDLE', 'SET OF 6 T-LIGHTS SNOWMEN'})",0.06134969325153374,0.06134969325153374,0.06134969325153374,1.0,16.3,1,0.05758590838947646,inf,1.0,1.0,1.0,1.0,REINDEER HEART DECORATION SILVER,"SET OF 2 CHRISTMAS DECOUPAGE CANDLE, SET OF 6 T-LIGHTS SNOWMEN",,SET OF 3 CAKE TINS PANTRY DESIGN,KINGS CHOICE MUG
102234,frozenset({'REINDEER HEART DECORATION SILVER'}),"frozenset({'SET OF 2 CHRISTMAS DECOUPAGE CANDLE', 'SWEETHEART CERAMIC TRINKET BOX'})",0.06134969325153374,0.06134969325153374,0.06134969325153374,1.0,16.3,1,0.05758590838947646,inf,1.0,1.0,1.0,1.0,REINDEER HEART DECORATION SILVER,"SET OF 2 CHRISTMAS DECOUPAGE CANDLE, SWEETHEART CERAMIC TRINKET BOX",,KINGS CHOICE MUG,SET OF 3 CAKE TINS PANTRY DESIGN
102160,"frozenset({'SWEETHEART CERAMIC TRINKET BOX', 'ROTATING SILVER ANGELS T-LIGHT HLDR'})",frozenset({'REINDEER HEART DECORATION SILVER'}),0.06134969325153374,0.06134969325153374,0.06134969325153374,1.0,16.3,1,0.05758590838947646,inf,1.0,1.0,1.0,1.0,"SWEETHEART CERAMIC TRINKET BOX, ROTATING SILVER ANGELS T-LIGHT HLDR",REINDEER HEART DECORATION SILVER,,MOTHER'S KITCHEN SPOON REST,GLITTER HANGING BUTTERFLY STRING
102136,"frozenset({'ROTATING SILVER ANGELS T-LIGHT HLDR', 'SET OF 6 T-LIGHTS SANTA'})",frozenset({'REINDEER HEART DECORATION SILVER'}),0.06134969325153374,0.06134969325153374,0.06134969325153374,1.0,16.3,1,0.05758590838947646,inf,1.0,1.0,1.0,1.0,"ROTATING SILVER ANGELS T-LIGHT HLDR, SET OF 6 T-LIGHTS SANTA",REINDEER HEART DECORATION SILVER,,SCANDINAVIAN 3 HEARTS NAPKIN RING,ASSTD DESIGN RACING CAR PEN
102142,"frozenset({'ROTATING SILVER ANGELS T-LIGHT HLDR', 'SET OF 6 T-LIGHTS SNOWMEN'})",frozenset({'REINDEER HEART DECORATION SILVER'}),0.06134969325153374,0.06134969325153374,0.06134969325153374,1.0,16.3,1,0.05758590838947646,inf,1.0,1.0,1.0,1.0,"ROTATING SILVER ANGELS T-LIGHT HLDR, SET OF 6 T-LIGHTS SNOWMEN",REINDEER HEART DECORATION SILVER,,ASSTD DESIGN RACING CAR PEN,PINK HEART SHAPE EGG FRYING PAN
102149,frozenset({'REINDEER HEART DECORATION SILVER'}),"frozenset({'SET OF 60 I LOVE LONDON CAKE CASES', 'ROTATING SILVER ANGELS T-LIGHT HLDR'})",0.06134969325153374,0.06134969325153374,0.06134969325153374,1.0,16.3,1,0.05758590838947646,inf,1.0,1.0,1.0,1.0,REINDEER HEART DECORATION SILVER,"SET OF 60 I LOVE LONDON CAKE CASES, ROTATING SILVER ANGELS T-LIGHT HLDR",,PINK HEART SHAPE EGG FRYING PAN,ASSTD DESIGN RACING CAR PEN
71669,frozenset({'REINDEER HEART DECORATION SILVER'}),"frozenset({'WOODEN BOX OF DOMINOES', 'GREEN REGENCY TEACUP AND SAUCER'})",0.06134969325153374,0.06134969325153374,0.06134969325153374,1.0,16.3,1,0.05758590838947646,inf,1.0,1.0,1.0,1.0,REINDEER HEART DECORATION SILVER,"WOODEN BOX OF DOMINOES, GREEN REGENCY TEACUP AND SAUCER",,ASSTD DESIGN RACING CAR PEN,SET OF 4 ENGLISH ROSE PLACEMATS
102431,frozenset({'REINDEER HEART DECORATION SILVER'}),"frozenset({'SET OF 3 WOODEN SLEIGH DECORATIONS', 'VINTAGE PAISLEY STATIONERY SET'})",0.06134969325153374,0.06134969325153374,0.06134969325153374,1.0,16.3,1,0.05758590838947646,inf,1.0,1.0,1.0,1.0,REINDEER HEART DECORATION SILVER,"SET OF 3 WOODEN SLEIGH DECORATIONS, VINTAGE PAISLEY STATIONERY SET",,SET OF 6 CAKE CHOPSTICKS,KINGS CHOICE MUG
102426,frozenset({'REINDEER HEART DECORATION SILVER'}),"frozenset({'VICTORIAN GLASS HANGING T-LIGHT', 'SET OF 3 WOODEN SLEIGH DECORATIONS'})",0.06134969325153374,0.06134969325153374,0.06134969325153374,1.0,16.3,1,0.05758590838947646,inf,1.0,1.0,1.0,1.0,REINDEER HEART DECORATION SILVER,"VICTORIAN GLASS HANGING T-LIGHT, SET OF 3 WOODEN SLEIGH DECORATIONS",,RED SPOTTY BISCUIT TIN,GLITTER HANGING BUTTERFLY STRING
94108,"frozenset({'PINK CREAM FELT CRAFT TRINKET BOX', 'SET OF 3 WOODEN SLEIGH DECORATIONS'})",frozenset({'REINDEER HEART DECORATION SILVER'}),0.06134969325153374,0.06134969325153374,0.06134969325153374,1.0,16.3,1,0.05758590838947646,inf,1.0,1.0,1.0,1.0,"PINK CREAM FELT CRAFT TRINKET BOX, SET OF 3 WOODEN SLEIGH DECORATIONS",REINDEER HEART DECORATION SILVER,,GLITTER HANGING BUTTERFLY STRING,RED SPOTTY BISCUIT TIN
71602,"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'SET OF 3 NOTEBOOKS IN PARCEL'})",frozenset({'REINDEER HEART DECORATION SILVER'}),0.06134969325153374,0.06134969325153374,0.06134969325153374,1.0,16.3,1,0.05758590838947646,inf,1.0,1.0,1.0,1.0,"GREEN REGENCY TEACUP AND SAUCER, SET OF 3 NOTEBOOKS IN PARCEL",REINDEER HEART DECORATION SILVER,,ROUND SNACK BOXES SET OF4 WOODLAND,SMALL POP BOX FUNKY MONKEY
102154,"frozenset({'STAR WOODEN CHRISTMAS DECORATION', 'ROTATING SILVER ANGELS T-LIGHT HLDR'})",frozenset({'REINDEER HEART DECORATION SILVER'}),0.06134969325153374,0.06134969325153374,0.06134969325153374,1.0,16.3,1,0.05758590838947646,inf,1.0,1.0,1.0,1.0,"STAR WOODEN CHRISTMAS DECORATION, ROTATING SILVER ANGELS T-LIGHT HLDR",REINDEER HEART DECORATION SILVER,,SMALL POP BOX FUNKY MONKEY,ROUND SNACK BOXES SET OF4 WOODLAND
102202,"frozenset({'SET OF 2 CHRISTMAS DECOUPAGE CANDLE', 'SET OF 3 WOODEN SLEIGH DECORATIONS'})",frozenset({'REINDEER HEART DECORATION SILVER'}),0.06134969325153374,0.06134969325153374,0.06134969325153374,1.0,16.3,1,0.05758590838947646,inf,1.0,1.0,1.0,1.0,"SET OF 2 CHRISTMAS DECOUPAGE CANDLE, SET OF 3 WOODEN SLEIGH DECORATIONS",REINDEER HEART DECORATION SILVER,,GLITTER HANGING BUTTERFLY STRING,PAINT YOUR OWN CANVAS SET
102203,frozenset({'REINDEER HEART DECORATION SILVER'}),"frozenset({'SET OF 2 CHRISTMAS DECOUPAGE CANDLE', 'SET OF 3 WOODEN SLEIGH DECORATIONS'})",0.06134969325153374,0.06134969325153374,0.06134969325153374,1.0,16.3,1,0.05758590838947646,inf,1.0,1.0,1.0,1.0,REINDEER HEART DECORATION SILVER,"SET OF 2 CHRISTMAS DECOUPAGE CANDLE, SET OF 3 WOODEN SLEIGH DECORATIONS",,REGENCY TEA PLATE ROSES,ASSTD DESIGN RACING CAR PEN
102190,"frozenset({'SET OF 2 CHRISTMAS DECOUPAGE CANDLE', 'SET OF 3 NOTEBOOKS IN PARCEL'})",frozenset({'REINDEER HEART DECORATION SILVER'}),0.06134969325153374,0.06134969325153374,0.06134969325153374,1.0,16.3,1,0.05758590838947646,inf,1.0,1.0,1.0,1.0,"SET OF 2 CHRISTMAS DECOUPAGE CANDLE, SET OF 3 NOTEBOOKS IN PARCEL",REINDEER HEART DECORATION SILVER,,ASSTD DESIGN RACING CAR PEN,SCANDINAVIAN 3 HEARTS NAPKIN RING
102208,"frozenset({'SET OF 2 CHRISTMAS DECOUPAGE CANDLE', 'SET OF 6 T-LIGHTS SANTA'})",frozenset({'REINDEER HEART DECORATION SILVER'}),0.06134969325153374,0.06134969325153374,0.06134969325153374,1.0,16.3,1,0.05758590838947646,inf,1.0,1.0,1.0,1.0,"SET OF 2 CHRISTMAS DECOUPAGE CANDLE, SET OF 6 T-LIGHTS SANTA",REINDEER HEART DECORATION SILVER,,PEACE WOODEN BLOCK LETTERS,GLITTER HANGING BUTTERFLY STRING
102209,frozenset({'REINDEER HEART DECORATION SILVER'}),"frozenset({'SET OF 2 CHRISTMAS DECOUPAGE CANDLE', 'SET OF 6 T-LIGHTS SANTA'})",0.06134969325153374,0.06134969325153374,0.06134969325153374,1.0,16.3,1,0.05758590838947646,inf,1.0,1.0,1.0,1.0,REINDEER HEART DECORATION SILVER,"SET OF 2 CHRISTMAS DECOUPAGE CANDLE, SET OF 6 T-LIGHTS SANTA",,GLITTER HANGING BUTTERFLY STRING,PEACE WOODEN BLOCK LETTERS
14547,"frozenset({'PIZZA PLATE IN BOX', '6 RIBBONS SHIMMERING PINKS'})",frozenset({'REINDEER HEART DECORATION SILVER'}),0.06134969325153374,0.06134969325153374,0.06134969325153374,1.0,16.3,1,0.05758590838947646,inf,1.0,1.0,1.0,1.0,"PIZZA PLATE IN BOX, 6 RIBBONS SHIMMERING PINKS",REINDEER HEART DECORATION SILVER,,KINGS CHOICE MUG,SET OF 6 CAKE CHOPSTICKS
102155,frozenset({'REINDEER HEART DECORATION SILVER'}),"frozenset({'STAR WOODEN CHRISTMAS DECORATION', 'ROTATING SILVER ANGELS T-LIGHT HLDR'})",0.06134969325153374,0.06134969325153374,0.06134969325153374,1.0,16.3,1,0.05758590838947646,inf,1.0,1.0,1.0,1.0,REINDEER HEART DECORATION SILVER,"STAR WOODEN CHRISTMAS DECORATION, ROTATING SILVER ANGELS T-LIGHT HLDR",,GLITTER HANGING BUTTERFLY STRING,MOTHER'S KITCHEN SPOON REST
102191,frozenset({'REINDEER HEART DECORATION SILVER'}),"frozenset({'SET OF 2 CHRISTMAS DECOUPAGE CANDLE', 'SET OF 3 NOTEBOOKS IN PARCEL'})",0.06134969325153374,0.06134969325153374,0.06134969325153374,1.0,16.3,1,0.05758590838947646,inf,1.0,1.0,1.0,1.0,REINDEER HEART DECORATION SILVER,"SET OF 2 CHRISTMAS DECOUPAGE CANDLE, SET OF 3 NOTEBOOKS IN PARCEL",,GLITTER CHRISTMAS TREE WITH BELLS,VINTAGE CHRISTMAS BUNTING
102364,"frozenset({'TRADITIONAL KNITTING NANCY', 'SET OF 3 WOODEN HEART DECORATIONS'})",frozenset({'REINDEER HEART DECORATION SILVER'}),0.06134969325153374,0.06134969325153374,0.06134969325153374,1.0,16.3,1,0.05758590838947646,inf,1.0,1.0,1.0,1.0,"TRADITIONAL KNITTING NANCY, SET OF 3 WOODEN HEART DECORATIONS",REINDEER HEART DECORATION SILVER,,ASSTD DESIGN RACING CAR PEN,REGENCY TEA PLATE ROSES
102196,"frozenset({'SET OF 2 CHRISTMAS DECOUPAGE CANDLE', 'SET OF 3 WOODEN HEART DECORATIONS'})",frozenset({'REINDEER HEART DECORATION SILVER'}),0.06134969325153374,0.06134969325153374,0.06134969325153374,1.0,16.3,1,0.05758590838947646,inf,1.0,1.0,1.0,1.0,"SET OF 2 CHRISTMAS DECOUPAGE CANDLE, SET OF 3 WOODEN HEART DECORATIONS",REINDEER HEART DECORATION SILVER,,GLITTER HANGING BUTTERFLY STRING,LOVE HEART TRINKET POT
102309,"frozenset({'VICTORIAN GLASS HANGING T-LIGHT', 'SET OF 3 NOTEBOOKS IN PARCEL'})",frozenset({'REINDEER HEART DECORATION SILVER'}),0.06134969325153374,0.06134969325153374,0.06134969325153374,1.0,16.3,1,0.05758590838947646,inf,1.0,1.0,1.0,1.0,"VICTORIAN GLASS HANGING T-LIGHT, SET OF 3 NOTEBOOKS IN PARCEL",REINDEER HEART DECORATION SILVER,,LOVE HEART TRINKET POT,GLITTER HANGING BUTTERFLY STRING
102312,frozenset({'REINDEER HEART DECORATION SILVER'}),"frozenset({'VICTORIAN GLASS HANGING T-LIGHT', 'SET OF 3 NOTEBOOKS IN PARCEL'})",0.06134969325153374,0.06134969325153374,0.06134969325153374,1.0,16.3,1,0.05758590838947646,inf,1.0,1.0,1.0,1.0,REINDEER HEART DECORATION SILVER,"VICTORIAN GLASS HANGING T-LIGHT, SET OF 3 NOTEBOOKS IN PARCEL",,HOLIDAY FUN LUDO,GLITTER HANGING BUTTERFLY STRING
102064,"frozenset({'ROTATING LEAVES T-LIGHT HOLDER', 'SET OF 6 T-LIGHTS SNOWMEN'})",frozenset({'REINDEER HEART DECORATION SILVER'}),0.06134969325153374,0.06134969325153374,0.06134969325153374,1.0,16.3,1,0.05758590838947646,inf,1.0,1.0,1.0,1.0,"ROTATING LEAVES T-LIGHT HOLDER, SET OF 6 T-LIGHTS SNOWMEN",REINDEER HEART DECORATION SILVER,,OFFICE MUG WARMER CHOC+BLUE,GLITTER HANGING BUTTERFLY STRING
102065,frozenset({'REINDEER HEART DECORATION SILVER'}),"frozenset({'ROTATING LEAVES T-LIGHT HOLDER', 'SET OF 6 T-LIGHTS SNOWMEN'})",0.06134969325153374,0.06134969325153374,0.06134969325153374,1.0,16.3,1,0.05758590838947646,inf,1.0,1.0,1.0,1.0,REINDEER HEART DECORATION SILVER,"ROTATING LEAVES T-LIGHT HOLDER, SET OF 6 T-LIGHTS SNOWMEN",,GLITTER HANGING BUTTERFLY STRING,OFFICE MUG WARMER CHOC+BLUE
